155,2014,07,02,15,10,0,0.00580,0.00358,0.00471,0.00475,0.00429,0.00358,0.00341,0.00425,0.00466,0.00409,NaN,NaN,NaN,NaN,NaN,0.00319,0.00248,0.00283,0.00281,0.00268,0.00429,0.00259,0.02295,0.01811526
155,2014,07,03,17,29,1,0.00556,0.00646,0.00480,0.00769,0.00390,0.00373,0.00621,0.00536,0.00508,0.00637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00668,0.00638,0.00371,0.00525,0.00516,0.00814,0.00397246
155,2014,07,04,14,45,1,0.00894,0.00844,0.00585,0.00339,0.00471,0.00596,0.00279,0.00295,0.00383,0.00392,0.00734,0.00614,0.01237,NaN,0.00911,0.00357,0.00486,0.00820,0.00305,0.00283,0.00712,0.00796,0.00559,0.00345797
73,2014,06,29,19,26,0,0.02770,0.00822,0.00397,0.00272,0.00245,0.00276,0.00274,0.00292,0.00246,0.00310,0.00251,0.00548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00327,0.00293,0.00454,0.00693,0.01717950
73,2014,06,30,11,51,0,0.00999,0.00300,0.00275,0.00288,0.00254,0.00246,0.00280,0.00264,0.00287,0.00296,0.00236,0.00304,0.00247,0.00236,0.00243,0.00236,0.00243,0.00243,0.00248,0.00305,0.00401,0.00716,0.01497,0.01952824
73,2014,07,01,10,59,1,0.00309,0.00282,0.00689,0.00373,0.00362,0.00362,0.00504,0.00368,0.00549,0.00446,0.00451,0.00430,0.00292,0.00297,0.00341,0.00388,0.00316,0.00256,0.00299,0.00610,0.00557,0.00826,0.01302,0.00359132
73,2014,07,02,11,00,1,0.00839,0.00494,0.01263,0.01147,0.02027,0.01143,0.00482,0.00861,0.01382,0.01081,0.00682,0.00889,0.00580,0.00585,0.00613,0.00769,0.00636,0.00557,0.00580,0.00462,0.00472,0.00482,0.00557,0.00531500
73,2014,07,03,17,07,1,0.01673,0.00768,0.00400,0.00461,0.00342,0.00324,0.00341,0.00355,0.00314,0.00317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00465,0.00567,0.00545,0.02713,0.01237,0.01285,0.00373371
73,2014,07,04,14,45,1,0.00397,0.00401,0.00341,0.00353,0.00357,0.00370,0.00357,0.00364,0.00369,0.00377,0.00369,0.00400,0.00381,NaN,0.00390,0.00324,0.00337,0.00550,0.00331,0.00440,0.00440,0.00379,0.00395,0.00437831
73,2014,07,05,16,32,1,0.01118,0.00796,0.00601,0.00848,0.00332,0.00308,0.00306,0.00482,0.00347,0.00408,0.00375,0.00341,0.00326,0.00335,0.00324,0.00325,0.00299,0.00301,0.00297,0.00320,0.00337,0.01172,0.00381,0.01762298
13,2014,06,16,16,24,0,0.00534,0.00377,0.00390,0.00298,0.00275,0.00281,0.00284,0.00296,0.00299,0.00321,0.00510,0.05753,NaN,NaN,NaN,NaN,0.00281,0.00347,0.00321,0.00307,0.00380,0.00413,0.00817,0.02516820
13,2014,06,17,17,24,0,0.00266,0.00397,0.00268,0.00258,0.00256,0.00257,0.00259,0.00266,0.00287,0.00303,0.00294,0.00285,0.00287,0.00637,NaN,NaN,NaN,0.00280,0.00290,0.00285,0.00364,0.00321,0.00268,0.00302186
13,2014,06,18,17,06,1,0.00601,0.00323,0.00306,0.00326,0.00351,0.00359,0.00315,0.00322,0.00356,0.00354,0.00347,0.00320,0.00326,0.00345,NaN,NaN,NaN,0.00309,0.00391,0.00337,0.00561,0.00337,0.00458,0.00789950
13,2014,06,19,17,06,1,0.00503,0.00329,0.00321,0.00316,0.00326,0.00322,0.00314,0.00309,0.00307,0.00337,0.00428,0.00470,0.00464,0.00764,NaN,NaN,NaN,0.00301,0.00302,0.00393,0.00427,0.00416,0.00972,0.00585915
13,2014,06,20,16,24,1,0.00345,0.00344,0.00345,0.00345,0.00490,0.00313,0.00321,0.00343,0.00342,0.00341,0.00345,0.00349,0.00360,0.00355,0.00361,0.00356,0.00501,0.00405,0.00330,0.00366,0.00339,0.00619,0.01093,0.00312006
15,2014,06,16,16,14,0,0.00293,0.00271,0.00429,0.00421,0.00266,0.00279,0.00278,0.00294,0.00287,0.00278,0.00308,0.01824,NaN,NaN,NaN,NaN,0.00389,0.00275,0.00284,0.00274,0.00274,0.00276,0.00595,0.00521317
15,2014,06,17,17,21,0,0.00291,0.00325,0.00417,0.00356,0.00289,0.00305,0.00316,0.00314,0.00301,0.00398,0.00273,0.00294,0.00331,0.00612,NaN,NaN,NaN,0.00262,0.00242,0.00456,0.00298,0.00273,0.00452,0.00605723
15,2014,06,18,16,58,1,0.00236,0.00261,0.00408,0.00270,0.00281,0.00244,0.00255,0.00249,0.00270,0.00284,0.00239,0.00247,0.01228,NaN,NaN,NaN,0.00268,0.00240,0.00243,0.00235,0.00243,0.00411,0.00363,0.00434095
15,2014,06,19,17,00,1,0.00245,0.00239,0.00234,0.00240,0.00235,0.00250,0.00234,0.00235,0.00234,0.00242,0.00246,0.00237,0.00240,0.00846,NaN,NaN,NaN,0.00235,0.00235,0.00250,0.00236,0.00235,0.00264,0.00409425
15,2014,06,20,17,17,1,0.00356,0.00242,0.00265,0.00284,0.00347,0.00261,0.00291,0.00229,0.00234,0.00231,0.00232,0.00232,0.00233,0.00235,0.00233,0.00234,0.00234,0.00580,0.00251,0.00426,0.00287,0.00250,0.00355,0.00545308
18,2014,06,16,16,17,0,0.00494,0.00443,0.00301,0.00556,0.00275,0.00272,0.00437,0.00261,0.00460,0.00270,0.00286,0.02307,NaN,NaN,NaN,NaN,0.00261,0.00244,0.00257,0.00491,0.00243,0.00452,0.00446,0.00579094
18,2014,06,17,17,26,0,0.00843,0.00510,0.00441,0.00234,0.00287,0.00241,0.00241,0.00237,0.00249,0.00260,0.00254,0.00272,0.00243,0.01462,NaN,NaN,NaN,0.00271,0.00267,0.00270,0.00343,0.00287,0.00846,0.01061482
21,2014,06,18,17,16,1,0.00241,0.00235,0.00242,0.00259,0.00245,0.00243,0.00242,0.00257,0.00253,0.00248,0.00245,0.00302,0.01555,0.14223,NaN,NaN,NaN,0.00314,0.00232,0.00252,0.00337,0.00246,0.00251,0.00964770
53,2014,06,19,16,54,1,0.00956,0.00940,0.01121,0.01052,0.00935,0.00976,0.01104,0.00707,0.00666,0.00699,0.00841,0.00630,0.00665,0.00827,0.00636,0.00671,0.03372,0.01307,0.01202,0.01567,0.01582,0.01678,0.01292,0.00964429
53,2014,06,20,17,21,1,0.00471,0.00831,0.00626,0.00514,0.00483,0.00565,0.00536,0.00433,0.00425,0.00475,0.00416,0.00422,0.00396,0.00406,0.00490,0.00499,0.00598,0.00697,0.00472,0.00818,0.01203,0.00472,0.00455,0.00499384
